insee,nom,score,reseau,n_manquants,parametres_manquants
27514,SAINT-AUBIN-DU-THENNEY,,,7,Ca Hardness (mg/L CaCO3) | Alcalinite (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27552,SAINT-JEAN-DU-THENNEY,,,7,Ca Hardness (mg/L CaCO3) | Alcalinite (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39004,ABERGEMENT-LES-THESY,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
97601,ACOUA,0.1183,BOUYOUNI OUEST,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27014,AMFREVILLE-SUR-ITON,0.0,ACQUIGNY OUEST,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
19009,ANGLES-SUR-CORREZE (LES),0.5173,LA BITARELLE - LES ANGLES (UDI),6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
15007,ANTERRIEUX,0.3243,LES VERGNES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
2B020,AREGNO,0.784,ILE ROUSSE BAS COTIER,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70027,ARGILLIERES,0.0,SIAEP DU VANNON HAUT SERVICE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49011,ARTANNES-SUR-THOUET,0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58013,ARTHEL,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
45011,ATTRAY,0.0,ATTRAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21036,AUXANT,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21042,BAGNOT,0.0,"SIAEP DE SEURRE, R. GLANON NORD",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59048,BANTIGNY,0.0,CUVILLERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71030,BERGESSERIN,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27057,BERNIENVILLE,0.0,QUITTEBEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27061,BERTHOUVILLE,0.0,FONTAINE LA SORET,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58029,BEUVRON,0.0,CHEVANNES-CHANGY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39060,BOIS-DE-GAND,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27071,BOIS-HELLAIN (LE),0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27074,BOISNEY,0.0,FONTAINE LA SORET,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14087,BONNOEIL,0.0,PIERREFITTE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
06021,BONSON,0.0,RESEAU PLAN DU VAR,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27099,BOULAY-MORIN (LE),0.0,EPN BROSVILLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71050,BOURGVILAIN,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27110,BRESTOT,0.0,ROUGEMONTIERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
26062,BRETTE,,,6,Ca Hardness (mg/L CaCO3) | Alcalinite (mg/L CaCO3) | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59109,BRILLON,0.0,LANDAS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49053,BROSSAY,0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
91112,BROUY,0.0,BLANDY BROUY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
95119,BUHY,0.0,BUHY MONTREUIL SUR EPTE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
06028,CAILLE,0.0,CAILLE-ANDON-SERANON-VALDEROURE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39084,CERNANS,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
15034,CHALIERS,0.352,CHALIERS - CLAVIERES - LORCIERES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
23045,CHAMBON-SUR-VOUEIZE,0.771,EVAUX BUDELIERE CHAMBON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39094,CHAMOLE,0.0,SIAEP DE CENTRE EST MONTROND,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71082,CHAMPLECY,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58054,CHAMPLIN,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39100,CHAMPROUGIER,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70126,CHANCEY,0.0,SIEVO ALIM PAR COURCHAPON AP RECHLO,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27146,CHAPELLE-BAYVEL (LA),0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27147,CHAPELLE-DU-BOIS-DES-FAULX (LA),0.0,EPN BROSVILLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58064,CHATEAUNEUF-VAL-DE-BARGIS,0.4027,DOMPIERRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39119,CHATELEY (LE),0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39133,CHAUX-CHAMPAGNY,0.0,SIAEP DE CENTRE EST CHILLY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39132,CHAUX-EN-BRESSE (LA),0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90024,CHAVANATTE,0.0,LEPUIX NEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90025,CHAVANNES-LES-GRANDS,0.0,LEPUIX NEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39136,CHEMENOT,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
74078,CLERMONT,0.0,PRINCIPALE DE CLERMONT,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58081,COLMERY,0.4027,DOMPIERRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39159,COLONNE,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21197,CORPOYER-LA-CHAPELLE,0.0,CORPOYER LA CHAPELLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58084,CORVOL-D'EMBERNARD,0.0,CHEVANNES-CHANGY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49112,COUDRAY-MACOUARD (LE),0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70181,COURCUIRE,0.0,RESEAU SECTEUR AVRIGNEY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27182,COURTEILLES,0.0,VERNEUIL EST,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70183,COURTESOULT-ET-GATEY,0.0,SIAEP DU VANNON HAUT SERVICE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70187,CREVANS-ET-LA-CHAPELLE-LES-GRANGES,0.5902,RESEAU SIX BOEUFS AVANT RECHLORATION,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21216,CULETRE,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70193,CULT,0.0,RESEAU SECTEUR AVRIGNEY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21222,CUSSY-LE-CHATEL,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59167,CUVILLERS,0.0,CUVILLERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70199,DAMPVALLEY-LES-COLOMBE,0.0,SIAEP DE VILLERS LE SEC AVAL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27200,DARDEZ,0.0,EPN BROSVILLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43085,DESGES,0.2133,DESGES-PINOLS-TAILHAC,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58101,DOMPIERRE-SUR-NIEVRE,0.4027,DOMPIERRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39202,DOURNON,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47085,DURANCE,0.0,PDL - BOUSSES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27212,ECAUVILLE,0.0,QUITTEBEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27216,EMALLEVILLE,0.0,EPN BROSVILLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44054,ERBRAY,0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
33156,ESCOUSSANS,0.0,RIONS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27228,ETURQUERAYE,0.0,ROUGEMONTIERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27240,FERRIERE-SUR-RISLE (LA),0.0,AJOU,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70233,FESSEY (LES),0.2133,SIAEP DES FONTENELLES- BAS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21274,FOISSY,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71203,FONTENAY,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27266,FRANQUEVILLE,0.0,FONTAINE LA SORET,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
15073,FRIDEFONT,0.3243,LES VERGNES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39248,GERAISE,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
41098,GOMBERGEAN,0.0,ST GOURGON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27290,GOUPIL-OTHON,0.0,GOUPILLIERES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71224,GRANDVAUX,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27317,HAYE-AUBREE (LA),0.0,ROUGEMONTIERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27319,HAYE-DE-ROUTOT (LA),0.0,ROUGEMONTIERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27325,HECMANVILLE,0.0,FONTAINE LA SORET,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27341,HOSMES (L'),0.0,VERNEUIL EST,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70286,HUGIER,0.0,SIEVO ALIM PAR COURCHAPON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25312,HYEVRE-MAGNY,0.0,CCDB RESEAU CLERVAL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
77230,ICHY,0.0,ICHY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44075,ISSE,0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71240,JALOGNY,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43106,JAX,0.608,JAX - CHASTENUEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22088,KERIEN,0.6573,COM COM DE BOURBRIAC PAR K.UHEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90059,LACOLLONGE,0.7389,EGUENIGUE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27361,LANDE-SAINT-LEGER (LA),0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22103,LANGROLAY-SUR-RANCE,0.7573,VIA RES. PLESLIN ET LANGROLAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
33231,LAROQUE,0.0,RIONS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50268,LESTRE,0.1227,LESTRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
38211,LIEUDIEU,0.0,PONT ECLOSE CCBI,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21354,LONGECOURT-LES-CULETRE,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44085,LOUISFERT,0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49182,LOURESSE-ROCHEMENIER,0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39302,LOUVATANGE,0.0,SIAEP DU VAL D'OGNON - JURA,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58147,LURCY-LE-BOURG,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
40166,LUSSAGNET,0.0,PAYS_GRENADOIS_PAR_ST-GEIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21368,MAGNY-LES-VILLERS,0.0,"CC GEVREY ET NUITS, R. CABCS",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22139,MAGOAR,0.6573,COM COM DE BOURBRIAC PAR K.UHEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27389,MARBEUF,0.0,QUITTEBEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21384,MAREY-LES-FUSSEY,0.0,"CC GEVREY ET NUITS, R. CABCS",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
23128,MAZEIRAT,0.648,PIONNAT,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71290,MAZILLE,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44095,MEILLERAYE-DE-BRETAGNE (LA),0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61259,MENIL-BERARD (LE),0.0,FERRIERE AU DOYEN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
90067,MENONCOURT,0.7389,EGUENIGUE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76428,MESNIL-DURDENT (LE),0.0,STE COLOMBE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27403,MESNIL-JOURDAIN (LE),0.0,SURVILLE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21414,MIMEURE,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44099,MOISDON-LA-RIVIERE,0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76440,MOLAGNIES,0.0,CUY ST FIACRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39343,MONNETAY,0.0,SIAEP DE LOUVENNE MONTREVEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70353,MONTAGNEY,0.0,SIEVO ALIM PAR COURCHAPON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
28265,MONTLANDON,0.3253,SIE DE MONTLANDON-MONTIREAU,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39359,MONTMARLON,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39363,MONTREVEL,0.0,SIAEP DE LOUVENNE MONTREVEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39364,MONTROND,0.0,SIAEP DE CENTRE EST MONTROND,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70374,MOTEY-BESUCHE,0.0,SIEVO ALIM PAR COURCHAPON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58184,MOUSSY,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
05091,MOYDANS,,,6,Ca Hardness (mg/L CaCO3) | Alcalinite (mg/L CaCO3) | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58186,MURLIN,0.0,CHASNAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58188,NANNAY,0.0,CHASNAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39386,NEUVILLEY,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
