insee,nom,score,reseau,n_manquants,parametres_manquants
30236,SAINT-BONNET-DE-SALENDRINQUE,0.1929,,1,Sodium (mg/L)
15174,SAINT-BONNET-DE-SALERS,0.5939,SAINT BONNET - DRUGEAC - VEILLÈRES,1,Sodium (mg/L)
69182,SAINT-BONNET-DES-BRUYERES,0.7786,,1,Sodium (mg/L)
30235,SAINT-BONNET-DU-GARD,0.1514,,1,Sodium (mg/L)
05132,SAINT-BONNET-EN-CHAMPSAUR,0.51,PISANCON,1,Sodium (mg/L)
19187,SAINT-BONNET-LA-RIVIERE,0.9263,AUVEZERE - RESEAU PRINCIPAL,1,Sodium (mg/L)
63323,SAINT-BONNET-LE-BOURG,0.4916,,1,Sodium (mg/L)
63324,SAINT-BONNET-LE-CHASTEL,0.4949,,1,Sodium (mg/L)
42204,SAINT-BONNET-LE-CHATEAU,0.6568,,1,Sodium (mg/L)
42205,SAINT-BONNET-LE-COURREAU,0.7006,,1,Sodium (mg/L)
69183,SAINT-BONNET-LE-TRONCY,0.5117,,1,Sodium (mg/L)
63325,SAINT-BONNET-LES-ALLIER,0.807,,1,Sodium (mg/L)
19190,SAINT-BONNET-PRES-BORT,0.6309,EAUX DE BORT RESEAU PRINCIPAL,1,Sodium (mg/L)
63326,SAINT-BONNET-PRES-ORCIVAL,0.7504,,1,Sodium (mg/L)
63327,SAINT-BONNET-PRES-RIOM,0.7766,,1,Sodium (mg/L)
17312,SAINT-BONNET-SUR-GIRONDE,0.1737,R. DE ST-BONNET-EC,1,Sodium (mg/L)
03221,SAINT-BONNET-TRONCAIS,0.8773,,1,Sodium (mg/L)
89336,SAINT-BRANCHER,0.1963,SAINT-BRANCHER,1,Sodium (mg/L)
37211,SAINT-BRANCHS,0.1294,SORIGNY,1,Sodium (mg/L)
30237,SAINT-BRES,0.1725,,1,Sodium (mg/L)
34244,SAINT-BRES,0.1399,,1,Sodium (mg/L)
30238,SAINT-BRESSON,0.1604,,1,Sodium (mg/L)
70460,SAINT-BRESSON,0.3757,LES GRANGES DU BOIS- RESEAU FONTAINE BRUANT,1,Sodium (mg/L)
35256,SAINT-BRIAC-SUR-MER,0.6466,RIVE GAUCHE RANCE_BOIS JOLI_PLEURTUIT,1,Sodium (mg/L)
50451,SAINT-BRICE,0.5338,AVRANCHES EST,1,Sodium (mg/L)
51474,SAINT-BRICE-COURCELLES,0.1542,,1,Sodium (mg/L)
95539,SAINT-BRICE-SOUS-FORET,0.1827,SEDIF 95 MERY-NEUILLY ,1,Sodium (mg/L)
87140,SAINT-BRICE-SUR-VIENNE,0.5672,SYTEPOL (VBG),1,Sodium (mg/L)
56208,SAINT-BRIEUC-DE-MAURON,0.8286,MAURON,1,Sodium (mg/L)
35258,SAINT-BRIEUC-DES-IFFS,0.171,BRETAGNE ROMANTIQUE_ROCHER LA CHAPELLE/BLEUQUEN SAINT THUAL_CARDROC,1,Sodium (mg/L)
21543,SAINT-BROING-LES-MOINES,0.1653,SAINT BROING LES MOINES,1,Sodium (mg/L)
52445,SAINT-BROINGT-LE-BOIS,0.1944,,1,Sodium (mg/L)
52446,SAINT-BROINGT-LES-FOSSES,0.161,,1,Sodium (mg/L)
72269,SAINT-CALAIS,0.1677,SAINT CALAIS,1,Sodium (mg/L)
18201,SAINT-CAPRAIS,0.1524,COMMUNE ALIM / LAPAN (FERCHER),1,Sodium (mg/L)
33381,SAINT-CAPRAIS-DE-BORDEAUX,0.1519,LYDE,1,Sodium (mg/L)
47234,SAINT-CAPRAIS-DE-LERM,0.1477,AGGLOMERATION AGEN - CAUZAC,1,Sodium (mg/L)
22279,SAINT-CARADEC,0.5367,SDC HILVERN PAR KERNE UHEL,1,Sodium (mg/L)
38373,SAINT-CASSIEN,0.1653,VOIRON ST JOSEPH ANCIEN HOPITAL,1,Sodium (mg/L)
22282,SAINT-CAST-LE-GUILDO,0.7021,SAINT CAST LE GUILDO,1,Sodium (mg/L)
72271,SAINT-CELERIN,0.1368,VIVE PARENCE,1,Sodium (mg/L)
46251,SAINT-CERE,0.5355,,1,Sodium (mg/L)
74229,SAINT-CERGUES,0.1715,SAINT-CERGUES - PRINCIPAL,1,Sodium (mg/L)
15175,SAINT-CERNIN,0.6041,FREIX ANGLARDS-ST ILLIDE,1,Sodium (mg/L)
24385,SAINT-CERNIN-DE-LABARDE,0.2223,ISSIGEAC COURREGES,1,Sodium (mg/L)
17314,SAINT-CESAIRE,0.1446,R. DE ST-SAUVANT-VILLARS,1,Sodium (mg/L)
06118,SAINT-CEZAIRE-SUR-SIAGNE,0.1964,,1,Ca Hardness (mg/L CaCO3)
05133,SAINT-CHAFFREY,0.1266,,1,Sodium (mg/L)
46253,SAINT-CHAMARAND,0.1986,,1,Sodium (mg/L)
13092,SAINT-CHAMAS,0.1334,SAINT-CHAMAS,1,Sodium (mg/L)
24388,SAINT-CHAMASSY,0.1669,SAINT CHAMASSY,1,Sodium (mg/L)
30241,SAINT-CHAPTES,0.1737,,1,Sodium (mg/L)
38374,SAINT-CHEF,0.1625,MOYEN SERVICE OUEST,1,Sodium (mg/L)
46254,SAINT-CHELS,0.1584,,1,Sodium (mg/L)
48140,SAINT-CHELY-D'APCHER,0.3139,,1,Sodium (mg/L)
12214,SAINT-CHELY-D'AUBRAC,0.6005,,1,Sodium (mg/L)
91540,SAINT-CHERON,0.1771,SAINT CHERON BOURG,1,Sodium (mg/L)
34245,SAINT-CHINIAN,0.1964,,1,Sodium (mg/L)
80701,SAINT-CHRIST-BRIOST,0.1426,,1,Sodium (mg/L)
31474,SAINT-CHRISTAUD,0.3683,,1,Sodium (mg/L)
42208,SAINT-CHRISTO-EN-JAREZ,0.1672,,1,Sodium (mg/L)
07220,SAINT-CHRISTOL,0.4019,,1,Sodium (mg/L)
84107,SAINT-CHRISTOL,0.1883,ADDUCTION SYND SAINT CHRISTOL,1,Sodium (mg/L)
30242,SAINT-CHRISTOL-DE-RODIERES,0.1852,,1,Sodium (mg/L)
30243,SAINT-CHRISTOL-LES-ALES,0.8472,,1,Sodium (mg/L)
33383,SAINT-CHRISTOLY-MEDOC,0.1622,ST YZANS-DE-MEDOC,1,Sodium (mg/L)
81245,SAINT-CHRISTOPHE,0.5423,,1,pH
23186,SAINT-CHRISTOPHE,0.4887,ST CHRISTOPHE SAVENNES,1,Sodium (mg/L)
16306,SAINT-CHRISTOPHE,0.6446,CONFOLENTAIS,1,Sodium (mg/L)
02673,SAINT-CHRISTOPHE-A-BERRY,0.1294,,1,Sodium (mg/L)
43173,SAINT-CHRISTOPHE-D'ALLIER,0.635,TREMOUL,1,Sodium (mg/L)
61374,SAINT-CHRISTOPHE-DE-CHAULIEU,0.8614,BEAUCHENE,1,Sodium (mg/L)
33385,SAINT-CHRISTOPHE-DE-DOUBLE,0.263,VALLEE DE L'ISLE,1,Sodium (mg/L)
35261,SAINT-CHRISTOPHE-DE-VALAINS,0.5331,VALLEE COUESNON_HAUTE CHELLERAIS_ST OUEN DES ALLEUX,1,Sodium (mg/L)
35260,SAINT-CHRISTOPHE-DES-BOIS,0.898,EAU PORTES BRETAGNE_BILLERIE/GRANGE_TAILLIS,1,Sodium (mg/L)
49269,SAINT-CHRISTOPHE-DU-BOIS,0.3757,CHOLET,1,Sodium (mg/L)
85204,SAINT-CHRISTOPHE-DU-LIGNERON,0.4114,,1,Sodium (mg/L)
26298,SAINT-CHRISTOPHE-ET-LE-LARIS,0.1919,,1,Sodium (mg/L)
43174,SAINT-CHRISTOPHE-SUR-DOLAISON,0.7541,RESEAU ROULON HAUT,1,Sodium (mg/L)
38376,SAINT-CHRISTOPHE-SUR-GUIERS,0.1957,SAINT CHRISTOPHE BERLAND,1,Sodium (mg/L)
37213,SAINT-CHRISTOPHE-SUR-LE-NAIS,0.1467,ST PATERNE RACAN,1,Sodium (mg/L)
79241,SAINT-CHRISTOPHE-SUR-ROC,0.1592,GATINE CENTRE OUEST,1,Sodium (mg/L)
12215,SAINT-CHRISTOPHE-VALLON,0.5396,,1,Sodium (mg/L)
07221,SAINT-CIERGE-LA-SERRE,0.1633,,1,Sodium (mg/L)
07222,SAINT-CIERGE-SOUS-LE-CHEYLARD,0.5319,,1,Sodium (mg/L)
52447,SAINT-CIERGUES,0.1669,,1,Sodium (mg/L)
17317,SAINT-CIERS-DU-TAILLON,0.1564,R. DE ST-DIZANT-DU-GUA,1,Sodium (mg/L)
16307,SAINT-CIERS-SUR-BONNIEURE,0.1788,PUYREAUX,1,Sodium (mg/L)
33389,SAINT-CIERS-SUR-GIRONDE,0.4527,BLAYAIS,1,Sodium (mg/L)
15178,SAINT-CIRGUES-DE-JORDANNE,0.6484,LEVERS,1,Sodium (mg/L)
07223,SAINT-CIRGUES-DE-PRADES,0.3898,,1,Sodium (mg/L)
07224,SAINT-CIRGUES-EN-MONTAGNE,0.5251,,1,Sodium (mg/L)
82158,SAINT-CIRICE,0.2069,,1,Sodium (mg/L)
82159,SAINT-CIRQ,0.1557,,1,Sodium (mg/L)
46257,SAINT-CIRQ-MADELON,0.1561,,1,Sodium (mg/L)
46258,SAINT-CIRQ-SOUILLAGUET,0.1933,,1,Sodium (mg/L)
46259,SAINT-CLAIR,0.1652,,1,Sodium (mg/L)
61376,SAINT-CLAIR-DE-HALOUZE,0.844,FLERS AGGLO VARENNE,1,Sodium (mg/L)
38377,SAINT-CLAIR-DE-LA-TOUR,0.1612,ABRETS SUD,1,Sodium (mg/L)
38378,SAINT-CLAIR-DU-RHONE,0.1785,ST CLAIR ST PRIM ROCHE RESEAUX,1,Sodium (mg/L)
95541,SAINT-CLAIR-SUR-EPTE,0.1294,SAINT CLAIR SUR EPTE,1,Sodium (mg/L)
38379,SAINT-CLAIR-SUR-GALAURE,0.1923,ST CLAIR PEYRINARD,1,Sodium (mg/L)
31475,SAINT-CLAR-DE-RIVIERE,0.418,,1,Sodium (mg/L)
16308,SAINT-CLAUD,0.1871,SAINT CLAUD,1,Sodium (mg/L)
97124,SAINT-CLAUDE,0.7292,,1,Sodium (mg/L)
39478,SAINT-CLAUDE,0.1941,SIAEP DU GRANDVAUX LAC,1,Sodium (mg/L)
54472,SAINT-CLEMENT,0.1709,,1,Sodium (mg/L)
03224,SAINT-CLEMENT,0.5327,,1,Sodium (mg/L)
07226,SAINT-CLEMENT,0.5016,,1,Sodium (mg/L)
30244,SAINT-CLEMENT,0.1422,,1,Sodium (mg/L)
02674,SAINT-CLEMENT,0.1447,,1,Sodium (mg/L)
19194,SAINT-CLEMENT,0.7263,RESEAU PRINCIPAL,1,Sodium (mg/L)
15180,SAINT-CLEMENT,0.531,ST CLEMENT,1,Sodium (mg/L)
49271,SAINT-CLEMENT-DE-LA-PLACE,0.2499,SAINT CLEMENT DE LA PLACE,1,Sodium (mg/L)
34247,SAINT-CLEMENT-DE-RIVIERE,0.1425,,1,Sodium (mg/L)
63331,SAINT-CLEMENT-DE-VALORGUE,0.5144,,1,Sodium (mg/L)
69186,SAINT-CLEMENT-DE-VERS,0.5981,,1,Sodium (mg/L)
17318,SAINT-CLEMENT-DES-BALEINES,0.1635,R. DE RE-NORD,1,Sodium (mg/L)
49272,SAINT-CLEMENT-DES-LEVEES,0.6933,SAUMUR,1,Sodium (mg/L)
47235,SAINT-COLOMB-DE-LAUZUN,0.2114,BRAME - ST COLOMB DE LAUZUN,1,Sodium (mg/L)
12216,SAINT-COME-D'OLT,0.5924,,1,Sodium (mg/L)
30245,SAINT-COME-ET-MARUEJOLS,0.1543,,1,Sodium (mg/L)
22284,SAINT-CONNAN,0.5167,REGION DE ST NICOLAS DU PELEM,1,Sodium (mg/L)
15181,SAINT-CONSTANT-FOURNOULES,0.5577,ST CONSTANT - ST ETIENNE,1,Sodium (mg/L)
11337,SAINT-COUAT-D'AUDE,0.1857,,1,Sodium (mg/L)
11338,SAINT-COUAT-DU-RAZES,0.1623,,1,Sodium (mg/L)
29243,SAINT-COULITZ,0.5618,SAINT-COULITZ-CAST (AULNE),1,Sodium (mg/L)
35263,SAINT-COULOMB,0.6062,BEAUFORT_BEAUFORT/BOIS JOLI_CANCALE,1,Sodium (mg/L)
79243,SAINT-COUTANT,0.1696,LEZAY SAINT COUTANT,1,Sodium (mg/L)
65386,SAINT-CREAC,0.1982,,1,Sodium (mg/L)
17321,SAINT-CREPIN,0.1538,R. D'ANNEZAY-MURON,1,Sodium (mg/L)
60569,SAINT-CREPIN-AUX-BOIS,0.128,,1,Sodium (mg/L)
24392,SAINT-CREPIN-ET-CARLUCET,0.1614,ST VINCENT PALUEL (FAGEAT),1,Sodium (mg/L)
60570,SAINT-CREPIN-IBOUVILLERS,0.1453,,1,Sodium (mg/L)
76570,SAINT-CRESPIN,0.152,LONGUEVILLE,1,Sodium (mg/L)
40255,SAINT-CRICQ-VILLENEUVE,0.1777,VILLENEUVE_ST-CRICQ_PUJO,1,Sodium (mg/L)
16312,SAINT-CYBARDEAUX,0.1568,PONT ROUX,1,Sodium (mg/L)
66171,SAINT-CYPRIEN,0.1775,,1,Sodium (mg/L)
42211,SAINT-CYPRIEN,0.9231,,1,Sodium (mg/L)
19195,SAINT-CYPRIEN,0.862,AGUDOUR,1,Sodium (mg/L)
71402,SAINT-CYR,0.1726,REGION DE SENNECEY,1,Sodium (mg/L)
50461,SAINT-CYR,0.3499,VAUGOUBERT,1,Sodium (mg/L)
69191,SAINT-CYR-AU-MONT-D'OR,0.1971,,1,Sodium (mg/L)
42212,SAINT-CYR-DE-FAVIERES,0.5487,,1,Sodium (mg/L)
42213,SAINT-CYR-DE-VALORGES,0.5234,,1,Sodium (mg/L)
50462,SAINT-CYR-DU-BAILLEUL,0.3674,LE TEILLEUL,1,Sodium (mg/L)
17322,SAINT-CYR-DU-DORET,0.1656,R. DE TAUGON-LA RONDE,1,Sodium (mg/L)
78545,SAINT-CYR-L'ECOLE,0.1527,,1,Sodium (mg/L)
91544,SAINT-CYR-LA-RIVIERE,0.1835,PLATEAU DE BEAUCE SUD,1,Sodium (mg/L)
53209,SAINT-CYR-LE-GRAVELAIS,0.4043,LOIRON,1,Sodium (mg/L)
89341,SAINT-CYR-LES-COLONS,0.1671,CHANTEMERLE ST-CYR,1,Sodium (mg/L)
91546,SAINT-CYR-SOUS-DOURDAN,0.1291,SEOE ANGERVILLIERS OUEST,1,Sodium (mg/L)
69193,SAINT-CYR-SUR-LE-RHONE,0.1637,,1,Sodium (mg/L)
01343,SAINT-CYR-SUR-MENTHON,0.1452,,1,Sodium (mg/L)
11339,SAINT-DENIS,0.4611,,1,Sodium (mg/L)
76572,SAINT-DENIS-D'ACLON,0.1432,LUNERAY,1,Sodium (mg/L)
17323,SAINT-DENIS-D'OLERON,0.1294,R. D'OLERON-NORD,1,Sodium (mg/L)
42215,SAINT-DENIS-DE-CABANNE,0.5781,,1,Sodium (mg/L)
36189,SAINT-DENIS-DE-JOUHET,0.5336,,1,TDS (mg/L)
45273,SAINT-DENIS-DE-L'HOTEL,0.1961,ST DENIS DE L'HOTEL,1,Sodium (mg/L)
14572,SAINT-DENIS-DE-MERE,0.1651,FAVERIE,1,Sodium (mg/L)
33393,SAINT-DENIS-DE-PILE,0.7189,NORD LIBOURNAIS,1,Sodium (mg/L)
71403,SAINT-DENIS-DE-VAUX,0.1633,SUD OUEST DE CHALON,1,Sodium (mg/L)
28333,SAINT-DENIS-DES-PUITS,0.4181,ST DENIS DES PUITS,1,Sodium (mg/L)
01345,SAINT-DENIS-EN-BUGEY,0.1976,,1,Sodium (mg/L)
48145,SAINT-DENIS-EN-MARGERIDE,0.4024,,1,Sodium (mg/L)
45274,SAINT-DENIS-EN-VAL,0.1955,SAINT DENIS EN VAL,1,Sodium (mg/L)
85208,SAINT-DENIS-LA-CHEVASSE,0.4355,,1,Sodium (mg/L)
50464,SAINT-DENIS-LE-VETU,0.4173,ACHAT SYMPEC OUVILLE,1,Sodium (mg/L)
01344,SAINT-DENIS-LES-BOURG,0.1859,,1,Sodium (mg/L)
46265,SAINT-DENIS-LES-MARTEL,0.1606,,1,Sodium (mg/L)
89342,SAINT-DENIS-LES-SENS,0.161,SNE VOISINES,1,Sodium (mg/L)
61381,SAINT-DENIS-SUR-HUISNE,0.1495,BELLAVILLIERS,1,Sodium (mg/L)
41206,SAINT-DENIS-SUR-LOIRE,0.1679,ST DENIS SUR LOIRE,1,Sodium (mg/L)
61382,SAINT-DENIS-SUR-SARTHON,0.1543,ALENCON ECOUVES,1,Sodium (mg/L)
76574,SAINT-DENIS-SUR-SCIE,0.1518,GRIGNEUSEVILLE,1,Sodium (mg/L)
60571,SAINT-DENISCOURT,0.1531,,1,Sodium (mg/L)
62745,SAINT-DENOEUX,0.1582,HUMBERT,1,Sodium (mg/L)
29244,SAINT-DERRIEN,0.419,LESSOUGAR (GOASMOAL),1,Sodium (mg/L)
03225,SAINT-DESIRE,0.4762,,1,Sodium (mg/L)
30248,SAINT-DEZERY,0.1691,,1,Sodium (mg/L)
39480,SAINT-DIDIER,0.1645,ECLA - REVERMONT,1,Sodium (mg/L)
69194,SAINT-DIDIER-AU-MONT-D'OR,0.1952,,1,Sodium (mg/L)
01346,SAINT-DIDIER-D'AUSSIAT,0.1585,,1,Sodium (mg/L)
27534,SAINT-DIDIER-DES-BOIS,0.143,SAINT DIDIER DES BOIS,1,Sodium (mg/L)
43177,SAINT-DIDIER-EN-VELAY,0.6748,LHERBRET,1,Sodium (mg/L)
03227,SAINT-DIDIER-LA-FORET,0.1732,,1,Sodium (mg/L)
07229,SAINT-DIDIER-SOUS-AUBENAS,0.2,,1,Sodium (mg/L)
71407,SAINT-DIDIER-SUR-ARROUX,0.7384,SIE ARROUX BRACONNE,1,Sodium (mg/L)
43178,SAINT-DIDIER-SUR-DOULON,0.5908,DOULON PAR PRECAILLE,1,Sodium (mg/L)
88413,SAINT-DIE-DES-VOSGES,0.5845,,1,Sodium (mg/L)
30249,SAINT-DIONISY,0.1294,,1,Sodium (mg/L)
29245,SAINT-DIVY,0.8686,PENHOAT,1,Sodium (mg/L)
17325,SAINT-DIZANT-DU-GUA,0.1523,R. DE ST-DIZANT-DU-GUA,1,Sodium (mg/L)
23189,SAINT-DIZIER-MASBARAUD,0.447,BOSMOREAU LES MINES,1,Sodium (mg/L)
56212,SAINT-DOLAY,0.3329,LA ROCHE BERNARD,1,Sodium (mg/L)
22287,SAINT-DONAN,0.228,SAINT DONAN,1,Sodium (mg/L)
63336,SAINT-DONAT,0.4115,,1,Sodium (mg/L)
26301,SAINT-DONAT-SUR-L'HERBASSE,0.1887,S HERBASSE CHARMES,1,Sodium (mg/L)
34249,SAINT-DREZERY,0.1518,,1,Sodium (mg/L)
41207,SAINT-DYE-SUR-LOIRE,0.1954,ST DYE SUR LOIRE,1,Sodium (mg/L)
71408,SAINT-EDMOND,0.7486,SORNIN-SAINT MAURICE,1,Sodium (mg/L)
31476,SAINT-ELIX-LE-CHATEAU,0.4934,,1,Sodium (mg/L)
53213,SAINT-ELLIER-DU-MAINE,0.694,SAINT ELLIER DU MAINE,1,Sodium (mg/L)
61384,SAINT-ELLIER-LES-BOIS,0.9629,CARROUGES,1,Sodium (mg/L)
58238,SAINT-ELOI,0.6107,,1,Ca Hardness (mg/L CaCO3)
01349,SAINT-ELOI,0.1553,,1,Sodium (mg/L)
23191,SAINT-ELOI,0.5295,AZAT CHEZ BARDON,1,Sodium (mg/L)
18206,SAINT-ELOY-DE-GY,0.1829,SMIRNE CCTHB,1,Sodium (mg/L)
28336,SAINT-EMAN,0.1941,SECTEUR ILLIERS,1,Sodium (mg/L)
03229,SAINT-ENNEMOND,0.5286,,1,Sodium (mg/L)
37216,SAINT-EPAIN,0.1007,ST EPAIN,1,Sodium (mg/L)
53214,SAINT-ERBLON,0.1525,LE CRAONNAIS SERVICE HAUT,1,Sodium (mg/L)
64476,SAINT-ESTEBEN,0.2472,LES EAUX D'ARBEROUE,1,Sodium (mg/L)
33395,SAINT-ESTEPHE,0.1724,ST ESTEPHE,1,Sodium (mg/L)
66172,SAINT-ESTEVE,0.2998,,1,Sodium (mg/L)
13093,SAINT-ESTEVE-JANSON,0.1647,SAINT-ESTEVE-JANSON,1,Sodium (mg/L)
08379,SAINT-ETIENNE-A-ARNES,0.1878,,1,Sodium (mg/L)
15182,SAINT-ETIENNE-CANTALES,0.5294,SAINT-ETIENNE-CANTALES,1,Sodium (mg/L)
34250,SAINT-ETIENNE-D'ALBAGNAN,0.1642,,1,Sodium (mg/L)
64477,SAINT-ETIENNE-DE-BAIGORRY,0.5734,SAINT ETIENNE DE BAIGORRY,1,Sodium (mg/L)
07230,SAINT-ETIENNE-DE-BOULOGNE,0.2799,,1,Sodium (mg/L)
15183,SAINT-ETIENNE-DE-CARLAT,0.5504,CAIZAC,1,Sodium (mg/L)
37217,SAINT-ETIENNE-DE-CHIGNY,0.1693,FONDETTES (LUYNES),1,Sodium (mg/L)
07231,SAINT-ETIENNE-DE-FONTBELLON,0.1976,,1,Sodium (mg/L)
47239,SAINT-ETIENNE-DE-FOUGERES,0.5551,NORD DU LOT -  PINEL HAUTERIVE,1,Sodium (mg/L)
34251,SAINT-ETIENNE-DE-GOURGAS,0.1711,,1,Sodium (mg/L)
33396,SAINT-ETIENNE-DE-LISSE,0.1971,EST-DU-LIBOURNAIS,1,Sodium (mg/L)
07232,SAINT-ETIENNE-DE-LUGDARES,0.4005,,1,Sodium (mg/L)
44158,SAINT-ETIENNE-DE-MONTLUC,0.1836,SECTEUR-LE SILLON DE BRETAGNE,1,Sodium (mg/L)
24399,SAINT-ETIENNE-DE-PUYCORBIER,0.1932,MUSSIDAN NORD,1,Sodium (mg/L)
38384,SAINT-ETIENNE-DE-SAINT-GEOIRS,0.1913,ST ETIENNE DE ST GEOIRS CENTRE,1,Sodium (mg/L)
07233,SAINT-ETIENNE-DE-SERRE,0.5611,,1,Sodium (mg/L)
47240,SAINT-ETIENNE-DE-VILLEREAL,0.1796,BRAME- SOURCE VERGT DE BIRON,1,Sodium (mg/L)
69197,SAINT-ETIENNE-DES-OULLIERES,0.1493,,1,Sodium (mg/L)
30251,SAINT-ETIENNE-DES-SORTS,0.1526,,1,Sodium (mg/L)
01350,SAINT-ETIENNE-DU-BOIS,0.195,,1,Sodium (mg/L)
85210,SAINT-ETIENNE-DU-BOIS,0.2565,,1,Sodium (mg/L)
13094,SAINT-ETIENNE-DU-GRES,0.1294,SAINT-ETIENNE-DU-GRES,1,Sodium (mg/L)
22288,SAINT-ETIENNE-DU-GUE-DE-L'ISLE,0.6533,SDC DU LIE PAR PONT QUERRA,1,Sodium (mg/L)
76575,SAINT-ETIENNE-DU-ROUVRAY,0.1391,BANLIEUE SUD ROUEN,1,Sodium (mg/L)
48147,SAINT-ETIENNE-DU-VALDONNEZ,0.5855,,1,Sodium (mg/L)
27538,SAINT-ETIENNE-L'ALLIER,0.1634,LIEUREY,1,Sodium (mg/L)
19200,SAINT-ETIENNE-LA-GENESTE,0.4272,RIFFAUD - RESEAU PRINCIPAL,1,Sodium (mg/L)
14575,SAINT-ETIENNE-LA-THILLAYE,0.1539,BEAUMONT EN AUGE,1,Sodium (mg/L)
43181,SAINT-ETIENNE-LARDEYROL,0.5587,BESSON - ROULON,1,Sodium (mg/L)
05140,SAINT-ETIENNE-LE-LAUS,0.1913,CHEF LIEU+N.D. DU LAUS+HUGES VALSERRES,1,Sodium (mg/L)
42219,SAINT-ETIENNE-LE-MOLARD,0.7625,,1,Sodium (mg/L)
04178,SAINT-ETIENNE-LES-ORGUES,0.1689,,1,Sodium (mg/L)
51477,SAINT-ETIENNE-SUR-SUIPPE,0.1565,,1,Sodium (mg/L)
48148,SAINT-ETIENNE-VALLEE-FRANCAISE,0.4715,,1,Sodium (mg/L)
71411,SAINT-EUGENE,0.6112,CHARBONNAT SAINT EUGENE LA PRAYE-SORME,1,Sodium (mg/L)
51478,SAINT-EULIEN,0.1978,,1,Sodium (mg/L)
51479,SAINT-EUPHRAISE-ET-CLAIRIZET,0.1294,,1,Sodium (mg/L)
74232,SAINT-EUSTACHE,0.1937,ST EUSTACHE- LA MAGNE,1,Sodium (mg/L)
47241,SAINT-EUTROPE-DE-BORN,0.1755,NORD DU LOT - MONFLANQUIN,1,Sodium (mg/L)
19201,SAINT-EXUPERY-LES-ROCHES,0.5243,ST EXUPERY LES ROCHES BOURG,1,Sodium (mg/L)
89344,SAINT-FARGEAU,0.1811,ST-FARGEAU,1,Sodium (mg/L)
77407,SAINT-FARGEAU-PONTHIERRY,0.1704,,1,Sodium (mg/L)
07236,SAINT-FELICIEN,0.1836,,1,Sodium (mg/L)
66174,SAINT-FELIU-D'AVALL,0.4176,,1,Sodium (mg/L)
46266,SAINT-FELIX,0.185,,1,Sodium (mg/L)
60574,SAINT-FELIX,0.1765,,1,Sodium (mg/L)
03232,SAINT-FELIX,0.1508,RESEAU SAINT-FELIX,1,Sodium (mg/L)
24403,SAINT-FELIX-DE-BOURDEILLES,0.1788,MAREUIL (RUDEAU),1,Sodium (mg/L)
33399,SAINT-FELIX-DE-FONCAUDE,0.1451,SAINT BRICE,1,Sodium (mg/L)
34254,SAINT-FELIX-DE-LODEZ,0.1408,,1,Sodium (mg/L)
12221,SAINT-FELIX-DE-LUNEL,0.7188,,1,Sodium (mg/L)
09258,SAINT-FELIX-DE-RIEUTORD,0.7775,,1,Sodium (mg/L)
12222,SAINT-FELIX-DE-SORGUES,0.1671,,1,Sodium (mg/L)
09259,SAINT-FELIX-DE-TOURNEGAT,0.7216,,1,Sodium (mg/L)
24405,SAINT-FELIX-DE-VILLADEIX,0.177,SAINT GEORGES DE MONTCLARD,1,Sodium (mg/L)
08380,SAINT-FERGEUX,0.1306,,1,Sodium (mg/L)
74234,SAINT-FERREOL,0.1964,SAINT-FERREOL CHEF-LIEU,1,Sodium (mg/L)
43184,SAINT-FERREOL-D'AUROURE,0.6451,LHERBRET,1,Sodium (mg/L)
31479,SAINT-FERREOL-DE-COMMINGES,0.4255,,1,Sodium (mg/L)
63341,SAINT-FERREOL-DES-COTES,0.6427,,1,Sodium (mg/L)
26304,SAINT-FERREOL-TRENTE-PAS,0.1772,,1,Sodium (mg/L)
11341,SAINT-FERRIOL,0.1565,,1,Sodium (mg/L)
44159,SAINT-FIACRE-SUR-MAINE,0.3306,CLISSON_VIGNOBLE_GRANDLIEU,1,Sodium (mg/L)
05142,SAINT-FIRMIN,0.6646,LE VILLARD,1,Sodium (mg/L)
41209,SAINT-FIRMIN-DES-PRES,0.1665,ST FIRMIN DES PRES,1,Sodium (mg/L)
10339,SAINT-FLAVY,0.1668,,1,Sodium (mg/L)
2B298,SAINT-FLORENT,0.1783,SAINT-FLORENT,1,Sodium (mg/L)
30253,SAINT-FLORENT-SUR-AUZONNET,0.1626,,1,Sodium (mg/L)
89345,SAINT-FLORENTIN,0.1881,SAINT-FLORENTIN VILLE,1,Sodium (mg/L)
15187,SAINT-FLOUR,0.5714,SAINT FLOUR VILLE,1,Sodium (mg/L)
48150,SAINT-FLOUR-DE-MERCOIRE,0.453,,1,Sodium (mg/L)
37218,SAINT-FLOVIER,0.1623,ST FLOVIER,1,Sodium (mg/L)
50467,SAINT-FLOXEL,0.3662,MONTEBOURG,1,Sodium (mg/L)
62748,SAINT-FOLQUIN,0.1414,AUDRUICQ,1,Sodium (mg/L)
69199,SAINT-FONS,0.1941,,1,Sodium (mg/L)
69200,SAINT-FORGEUX,0.9255,,1,Sodium (mg/L)
17328,SAINT-FORT-SUR-GIRONDE,0.1524,R. DE ST-FORT-LORIGNAC,1,Sodium (mg/L)
07237,SAINT-FORTUNAT-SUR-EYRIEUX,0.1571,,1,Sodium (mg/L)
16317,SAINT-FRAIGNE,0.1378,VERDILLE,1,Sodium (mg/L)
61387,SAINT-FRAIMBAULT,0.435,PASSAIS LA CONCEPTION,1,Sodium (mg/L)
